BLDG_A,BLDG_B,BLDG_C,BLDG_D,BLDG_E,BLDG_F,CENTRAL
1488.53,260.4,695.072,754.8,173.593,241.098,3613.49
1708.63,307.522,788.93,841.173,194.597,272.873,4113.73
2254.71,420.804,1024.34,1150.79,245.733,358.575,5454.95
2627.77,503.624,1183.1,1294.73,280.74,409.343,6299.31
2993.64,580.358,1343.81,1453.54,314.74,462.691,7148.78
3183.81,616.649,1426.22,1535.6,330.409,489.711,7582.4
3448.72,667.622,1545.21,1658.07,354.444,530.384,8204.45
3569.86,688.446,1594.34,1704.07,362.5,545.653,8464.87
3688.24,708.295,1644.18,1752.93,370.89,561.791,8726.33
3713.47,707.876,1652.78,1762.47,370.216,564.193,8771
3725.35,714.787,1670.58,1658.67,375.876,561.349,8706.61
3884.25,742.618,1749.25,1734.64,391.977,589.345,9092.08
3953.21,772.145,1800.11,1744.58,406.685,606.108,9282.83
3959.51,768.677,1801.88,1749.54,407.558,605.752,9292.92
3770.83,724.209,1713.53,1673.14,386.381,574.874,8842.96
3810.07,728.834,1738.46,1702.97,391.967,584.758,8957.05
3777.62,717.56,1719.3,1696.88,387.247,578.407,8877.01
3674.94,696.902,1674.28,1643.72,377.728,561.743,8629.31
3432.93,645.088,1558.19,1532.88,351.336,520.83,8041.26
3255.06,607.346,1472.19,1452.36,332.424,490.881,7610.26
3155.85,584.743,1430.7,1419.65,324.497,478.51,7393.94
2963.23,533.598,1338.72,1371.53,304.202,451.505,6962.78
2945.62,533.729,1316.91,1369.78,297.199,442.152,6905.39
3024.98,550.771,1342.69,1383.09,300.777,449.064,7051.37
2865.31,517.305,1261.6,1300.92,280.916,420.137,6646.19
2834.31,511.361,1252.62,1290.88,279.074,418.721,6586.96
3025.31,548.599,1335.94,1442.08,296.222,454.118,7102.26
3058.28,559.465,1345.98,1437.91,298.75,455.703,7156.08
2988.69,547.843,1306.47,1385.14,289.725,439.777,6957.64
2906.69,532.892,1268,1339.73,281.678,426.003,6754.99
3136.57,583.736,1378.34,1454.4,308.353,465.878,7327.27
3160.72,590.043,1389.73,1465.11,311.681,469.962,7387.24
3144.82,585.928,1385.23,1464.25,310.779,469.237,7360.25
3249.46,606.437,1438.73,1528.13,323.414,489.731,7635.9
3328.09,629.57,1488.35,1485.07,338.129,500.531,7769.74
3504.97,664.392,1573.72,1566.18,357.436,530.275,8196.96
3534.83,692.312,1601.17,1552.73,367.232,537.814,8286.09
3539.29,688.951,1600.08,1554.93,367.837,536.32,8287.42
3521.5,680.021,1592.35,1553.61,365.69,533.524,8246.69
3479.92,666.693,1573.82,1542.73,360.731,527.18,8151.08
3375.49,638.616,1520.65,1506.87,347.242,508.87,7897.74
3247.65,612.246,1462,1441.16,334.116,486.759,7583.93
3198.69,601.189,1438.65,1417.29,329.161,477.799,7462.79
3134.25,585.93,1409.43,1392.69,323,467.828,7313.13
3107.98,577.663,1402.41,1394.1,322.561,467.303,7272.02
2940.94,530.285,1326.46,1363.66,304.963,446.653,6912.97
3036.03,553.614,1367.55,1424.83,311.995,460.994,7155.01
3193.41,585.692,1437.38,1480.66,324.516,484.452,7506.12
3227.53,592.423,1449.06,1484.42,325.297,487.967,7566.7
3197.36,584.944,1436.57,1471.71,321.399,484.598,7496.58
3325.01,605.243,1483.01,1614.07,328.155,507.807,7863.29
3443.55,633.169,1531.19,1648.88,338.729,522.48,8118
3522.55,650.785,1560.17,1671.32,344.482,530.961,8280.27
3479.54,642.355,1536.63,1640.2,338.74,521.619,8159.09
3484.92,643.745,1538.3,1639.08,339.026,521.991,8167.07
3434.14,633.579,1512.74,1608.68,333.238,512.476,8034.86
3353.15,617.255,1472.86,1563.31,324.362,497.86,7828.79
3295.84,605.188,1447.55,1539.02,319.16,489.604,7696.36
3180.52,588.612,1405.24,1414.77,313.058,468.975,7371.17
3165.96,585.094,1399.4,1409.56,312.245,467.315,7339.58
3080.72,587.755,1365.59,1357.51,308.386,455.115,7155.07
3172.61,605.362,1416.84,1408.98,322.741,474.193,7400.73
3128,591.489,1404.66,1405.77,320.56,471.695,7322.17
3016.18,564.06,1355.31,1366.24,309.416,455.207,7066.42
2949.31,544.536,1324.47,1348.72,302.254,445.53,6914.82
2945.5,542.508,1322.91,1345.18,302.657,444.471,6903.23
3025.01,558.996,1362.21,1378.97,312.662,457.796,7095.64
3083.06,570.902,1390.6,1405.11,320.096,467.524,7237.29
3084.05,569.865,1391.33,1410.6,321.305,468.164,7245.31
2980.34,542.121,1348.76,1387.66,312.278,456.232,7027.39
3203.81,586.16,1437.97,1612.82,327.972,496.173,7664.91
3493.08,645.856,1564.13,1727.09,352.527,537.743,8320.43
3715.92,689.848,1661.36,1817.76,371.906,570.675,8827.47
3836.95,712.561,1711.65,1863.66,381.299,587.233,9093.35
4075.41,761.632,1814.61,1957.07,402.411,620.958,9632.09
4283.19,803.934,1903.04,2035.59,420.307,649.459,10095.5
4461.27,840.469,1975.51,2095.01,434.794,671.703,10478.8
4509.35,848.898,1986.72,2093.19,435.769,672.471,10546.4
4641.77,875.681,2039.39,2137.75,446.744,688.572,10829.9
4854.92,917.908,2136.89,2238.45,467.876,722.607,11338.7
4881.13,919.684,2147.3,2249.25,468.55,725.886,11391.8
4833.82,906.54,2121.13,2220.26,461.37,715.783,11258.9
4656.08,865.249,2041.2,2140.9,442.277,688.483,10834.2
4673.72,864.629,2055.98,2164.2,444.791,695.684,10899
4408.58,828.941,1944.43,2044.43,421.979,657.891,10306.3
4097.49,766.287,1804.47,1908.29,391.377,608.649,9576.57
3816.02,705.725,1679.29,1790.3,363.859,565.516,8920.71
3820.22,706.143,1687.61,1812.22,368.011,570.039,8964.24
3800.33,700.83,1682.32,1814.81,369.042,568.862,8936.19
3745.97,688.615,1659.19,1791.97,365.496,560.46,8811.7
3636.95,665.665,1608.92,1737.62,355.486,542.16,8546.79
3446.31,625.496,1520.06,1645.45,336.606,510.76,8084.68
3227.72,578.682,1420.59,1552.31,315.915,477.515,7572.73
3123.01,552.999,1382.07,1541.07,310.095,469.542,7378.78
3278.47,586.089,1446.95,1624.14,323.888,492.634,7752.17
3377.59,606.528,1488.51,1653.06,330.884,506.858,7963.43
3424.45,616.429,1510.79,1666.35,334.54,515.121,8067.68
3363.8,603.358,1486.08,1637.57,328.035,507.623,7926.47
3450.11,624.278,1524.03,1662.53,335.971,519.773,8116.69
3530.52,643.946,1558.05,1683.66,343.317,530.217,8289.7
3530.41,646.994,1555.05,1665.04,342.345,527.396,8267.24
3551.66,653.213,1563.22,1666.58,344.417,529.601,8308.7
3586.6,662.025,1578.59,1678.18,348.306,534.682,8388.39
3790.73,707.081,1670.45,1768.33,370.071,566.195,8872.85
4105.21,774.114,1813.98,1915.14,403.339,616.087,9627.87
4335.13,818.305,1925.6,2041.94,427.966,657.038,10206
4349.52,827.651,1946.68,1929.03,435.407,654.382,10142.7
4240.71,798.924,1893.38,1881.78,420.867,635.398,9871.06
3979.54,767.003,1790.21,1749.17,399.917,598.975,9284.82
3833.52,733.902,1729.17,1696.91,386.688,578.569,8958.75
3591.11,678.599,1624.32,1604.63,362.672,543.678,8405.02
3206.77,594.023,1450.62,1447.77,323.12,484.95,7507.25
3027.44,553.125,1369.75,1382.48,305.732,458.712,7097.23
2809.17,510.395,1275.63,1280.34,286.952,426.067,6588.56
2631.53,475.011,1195.4,1199.81,271.135,398.772,6171.66
2443.78,436.802,1109.06,1117.38,253.855,369.863,5730.74
2117,366.113,959.733,982.295,221.974,320.496,4967.61
1859.58,302.402,846.062,911.133,197.238,287.191,4403.61
2032.24,348.856,921.687,1002.08,216.008,313.916,4834.79
2177.81,384.986,984.517,1048.03,229.172,333.592,5158.1
2296.21,412.323,1037.27,1089.97,240.963,351.545,5428.27
2405.54,437.209,1087.38,1133.8,252.657,369.009,5685.6
2515.73,455.988,1126.77,1248.36,258.495,387.889,5993.23
2567.52,469.007,1146.48,1258,262.167,393.22,6096.4
2660.19,490.118,1184.28,1289.64,270.009,405.159,6299.39
2689.79,497.099,1196.83,1298.78,272.545,409.187,6364.23
2710.59,502.388,1204.05,1301.79,274.06,411.042,6403.91
2722.95,505.415,1208.4,1303.8,274.94,412.216,6427.71
2709.92,502.609,1201.94,1296.27,273.322,409.884,6393.94
2713.54,502.111,1206.46,1305.9,274.346,412.541,6414.89
2633.04,490.801,1180.15,1200.27,271.022,397.915,6173.19
2594.86,481.654,1162.73,1183.23,266.89,391.874,6081.24
2512.87,480.438,1136.5,1115.38,264.658,380.918,5890.77
2483.83,468.225,1118.57,1097.98,262.232,374.178,5805.02
2323.93,431.034,1044.53,1031.1,245.695,348.537,5424.83
2189.9,401.306,984.509,976.465,232.114,327.458,5111.75
2174.99,395.965,977.767,978.996,230.427,325.141,5083.29
2119.06,387.591,956.639,946.422,226.736,316.535,4952.99
1976.47,358.196,889.939,882.933,212.179,293.605,4613.33
1879.13,338.69,842.687,839.83,202.587,277.865,4380.79
1720.82,304.989,771.202,779.716,188.102,254.779,4019.6
1526.75,254.699,685.489,740.389,169.841,231.227,3608.4
1627.53,280.77,722.475,800.559,177.95,243.27,3852.55
1647.78,291.955,724.517,802.481,178.597,244.045,3889.37
1708.13,308.551,757.626,825.832,185.279,256.12,4041.54
1822.17,332.805,819.215,879.861,198.887,279.161,4332.1
1956.03,357.392,874.336,988.986,208.448,302.541,4687.73
1894.64,347.252,837.326,931.799,198.947,286.357,4496.32
2002.51,372.028,882.259,968.06,208.585,300.555,4734
2053.84,384.359,904.848,985.018,213.775,307.901,4849.74
2050.83,384.954,901.497,975.647,213.075,306.01,4832.01
2068.91,389.568,909.99,981.4,215.185,308.933,4873.99
2070.05,390.189,911.472,981.604,215.692,309.687,4878.7
2086.27,392.29,924.058,1000.75,218.75,315.739,4937.86
2012.97,380.815,899.272,920.457,215.286,303.29,4732.09
1977.93,371.548,887.963,911.377,212.47,300.321,4661.61
1874.37,355.064,854.004,836.718,206.394,287.149,4413.7
1727.25,318.877,792.678,774.412,191.902,263.907,4069.03
1490.63,267.529,688.139,682.11,168.732,229.885,3527.02
1299.68,225.31,605.096,612.784,151.182,203.378,3097.43
1214.94,204.982,563.085,587.322,143.134,189.617,2903.08
1159.99,197.673,537.33,551.6,140.107,178.693,2765.39
1155.42,197.854,537.741,551.833,142.36,178.621,2763.83
1102.14,186.753,514.274,533.272,138.925,170.74,2646.1
997.185,163.113,470.357,500.151,130.741,157.376,2418.92
907.917,133.943,434.644,507.966,123.338,151.12,2258.93
1111.44,181.67,517.719,591.393,136.665,178.924,2717.81
1284.78,223.192,589.359,650.809,150.248,201.49,3099.88
1303.42,228.726,593.116,651.518,149.803,201.607,3128.19
1236.57,214.047,561.041,622.391,141.547,190.302,2965.9
1346.98,236.355,601.718,701.062,148.831,206.661,3241.61
1378.87,246.216,610.928,698.617,150.639,208.636,3293.91
1638.48,303.789,726.397,810.261,176.898,248.386,3904.21
1866.03,353.607,828.647,910.373,200.359,283.648,4442.66
1982.8,378.172,879.954,961.278,211.589,301.185,4714.98
2029.14,387.31,899.253,979.377,215.136,307.316,4817.53
2039.46,388.431,904.509,984.574,215.307,308.899,4841.18
2006.9,379.292,891.974,975.568,211.579,305.131,4770.44
1859.7,351.432,831.531,858.032,199.136,279.74,4379.57
1781.89,334.293,795.089,823.069,190.376,266.938,4191.65
1635.02,304.877,743.323,727.005,179.468,247.015,3836.7
1619.25,299.417,746.914,726.828,181.572,249.433,3823.42
1538.39,282.235,712.837,700.388,175.836,239.358,3649.04
1363.62,242.709,638.069,638.884,159.806,215.486,3258.57
1330.38,233.232,621.138,635.44,156.683,210.785,3187.66
1279.98,226.369,598.762,601.954,153.516,201.766,3062.35
1204.29,211.087,562.252,566.275,146.567,188.512,2878.99
1127.86,194.572,525.509,535.046,139.882,175.525,2698.39
1073.78,181.127,506.347,527.794,137.885,170.752,2597.68
870.758,127.354,414.931,487.245,118.142,144.716,2163.15
955.224,148.3,446.358,528.804,119.747,155.523,2353.96
1041.5,170.875,481.722,555.214,125.375,166.445,2541.13
1053.77,176.382,481.957,549.246,124.854,165.096,2551.3
1084.78,183.514,498.161,562.578,128.443,170.959,2628.44
1194.77,204.771,543.999,649.214,136.914,189.862,2919.53
1272.21,223.52,576.985,672.96,144.004,200.12,3089.8
1388.72,248.799,628.377,721.933,155.006,217.719,3360.55
1508.92,270.25,684.031,783.752,166.091,238.147,3651.19
1575.81,281.74,714.584,816.243,171.833,249.338,3809.55
1554.11,274.689,705.243,807.395,168.466,246.41,3756.31
1432.87,247.98,647.206,743.174,154.185,225.19,3450.61
1296.93,214.937,597.135,705.386,141.898,211.112,3167.4
1180.76,194.117,557.941,611.825,135.439,195.526,2875.61
1190.66,199.038,566.667,614.682,139.144,199.246,2909.44
1073.41,181.028,528.698,521.529,132.834,183.523,2621.02
1035.59,176.309,513.515,506.575,134.442,179.034,2545.46
964.191,162.497,483.322,486.892,131.534,169.469,2397.91
825.081,133.738,416.639,432.948,118.674,146.311,2073.39
783.27,123.215,393.713,425.987,114.671,138.918,1979.78
811.486,133.66,408.826,428.482,120.328,142.763,2045.55
788.463,130.524,396.035,414.277,118.546,137.511,1985.36
705.865,113.066,356.375,379.983,110.11,123.718,1789.12
655.639,100.844,337.429,367.917,106.804,118.719,1687.35
475.338,51.2333,256.683,334.206,88.321,96.2705,1302.05
556.185,73.1944,281.181,360.31,88.1059,103.047,1462.02
773.964,123.761,374.956,432.588,105.523,133.463,1944.25
886.671,148.855,426.163,478.03,116.132,150.692,2206.54
961.544,163.718,462.967,514.249,123.933,163.907,2390.32
1156.38,201.721,543.213,648.527,139.615,194.762,2884.22
1281.46,230.032,594.192,688.716,150.326,210.072,3154.79
1266.62,226.415,580.896,670.681,145.767,203.754,3094.14
1339.04,242.669,610.118,694.262,152.086,212.514,3250.69
1358.21,248.25,612.067,687.402,152.428,211,3269.35
1533.41,284.739,694.303,774.415,171.016,239.92,3697.8
1661.9,311.618,751.323,832.582,183.795,259.247,4000.46
1657.48,308.596,747.992,833.095,182.523,258.183,3987.87
1703.88,322.537,778.254,797.066,191.617,264.381,4057.73
1863.13,356.005,847.287,864.326,207.429,287.935,4426.12
1923.23,366.596,883.771,869.064,214.68,299.022,4556.36
1881.85,353.886,863.254,853.424,211.809,292.391,4456.61
1755.62,323.571,803.298,804.71,198.386,271.541,4157.12
1607.62,289.44,733.18,745.01,182.275,247.138,3804.66
1523.22,267.697,694.034,720.641,172.995,234.539,3613.12
1496.56,261.984,682.154,710.204,170.892,230.069,3551.86
1397.99,241.063,634.851,666.6,160.913,212.911,3314.33
1299.34,219.089,591.052,630.126,152.081,198.079,3089.76
1284.18,214.848,588.073,637.102,153.696,198.522,3076.42
1123.78,176.184,521.465,597.471,140.941,179.56,2739.4
1286.78,211.249,582.938,723.295,148.169,204.731,3157.16
1447.18,249.152,650.724,785.547,160.118,227.086,3519.81
1662.82,296.478,749.665,882.803,181.843,261.168,4034.77
1814.16,326.094,825.425,968.178,198.239,289.396,4421.49
2045.68,375.603,930.425,1070.59,221.114,325.833,4969.25
2201.08,409.439,999.061,1132.3,235.545,349.187,5326.61
2406.94,454.557,1091.39,1215.79,255.343,380.014,5804.03
2575.69,489.502,1169.56,1292.03,271.945,406.816,6205.54
2752.15,524.946,1250.17,1372.37,288.915,434.357,6622.91
2889.68,546.978,1310.43,1434.98,299.142,454.328,6935.54
3043.74,571.223,1380.24,1509.77,311.318,478.331,7294.62
2989.02,552.062,1356.96,1491.5,303.069,470.905,7163.52
2904.69,530.174,1322.12,1459.11,294.14,459.901,6970.13
3073.21,563.578,1402.8,1545.33,312.185,489.148,7386.26
3017.97,555.699,1377.83,1505.98,308.654,480.071,7246.21
2979.31,541.825,1351.31,1475.81,304.197,469.069,7121.52
2968.06,536.434,1346.54,1474.45,303.455,467.348,7096.28
2856.68,512.558,1296.05,1422.99,292.304,449.52,6830.11
2863.94,515.53,1302.57,1430.63,294.769,452.285,6859.72
2717.15,487.212,1232.75,1352.31,279.647,426.646,6495.72
2510.47,446.464,1133.32,1241.56,257.815,390.062,5979.69
2340.28,412.207,1054.88,1158.37,240.824,362.041,5568.6
2232.35,388.188,1012.36,1126.29,232.448,349.596,5341.23
2010.33,336.509,921.711,1056.74,213.543,322.737,4861.57
2054.26,352.697,929.405,1090.28,215.992,326.655,4969.29
2091.2,367.08,946.163,1092.26,218.535,331.122,5046.36
2175.67,385.48,984.59,1122.88,226.361,343.786,5238.77
2184.13,386.887,989.934,1127.55,227.354,346.066,5261.92
2251.91,404.177,1015.62,1140.16,232.895,352.822,5397.59
2278.64,412.883,1021.62,1132.31,234.038,352.528,5432.02
2399.08,441.474,1074.9,1175.27,246.247,369.632,5706.59
2456.46,454.991,1099.01,1194.96,251.893,377.238,5834.56
2462.13,456.363,1101.39,1196.1,252.353,377.915,5846.25
2626.21,490.348,1181.12,1282.72,270.598,406.974,6257.97
2756.59,516.805,1244.08,1351.58,284.831,429.849,6583.74
2680.14,498.912,1208.36,1317.05,276.292,417.423,6398.18
2677.81,504.267,1221.64,1234.61,282.233,415.938,6336.5
2716.82,510.962,1242.53,1254.28,286.787,423.526,6434.91
2598.64,497.456,1195.12,1166.09,279.044,404.616,6140.97
2603.58,490.896,1197.4,1167.74,280.643,405.131,6145.39
2440.93,454.164,1127.86,1103.82,264.691,380.893,5772.36
2333,430.574,1081.91,1061.41,254.371,364.984,5526.25
2441.57,451.017,1137.93,1125.5,267.591,386.793,5810.4
2342.61,432.734,1097.17,1076.85,259.427,372.977,5581.77
2275.77,417.318,1067.96,1049.89,252.765,363.724,5427.43
2216.03,403.245,1043.28,1029.19,247.3,356.365,5295.41
1798.63,312.447,849.954,854.376,203.356,291.011,4309.77
1448.13,227.137,695.171,748.896,168.106,244.417,3531.86
1528.29,249.632,722.624,798.922,174.579,253.16,3727.21
1428.04,235.083,672.45,749.78,163.258,236.788,3485.4
1396.66,231.788,664.321,734.475,161.135,234.522,3422.9
1316.04,216.489,627.351,695.036,153.299,221.975,3230.2
1304.47,213.198,611.188,734.016,148.294,219.593,3230.76
1401.44,238.822,651.022,761.411,158.427,231.76,3442.88
1546.99,273.285,710.701,812.979,172.685,250.742,3767.38
1518.99,268.241,692.621,788.126,168.282,242.782,3679.04
1493.28,262.081,680.631,775.699,164.89,238.339,3614.92
1464.87,253.955,676.907,781.692,163.636,239.604,3580.66
1670.02,299.146,775.133,884.162,187.156,275.121,4090.74
1948.45,359.323,905.944,1022.35,218.287,321.839,4776.2
1897.33,356.154,890.185,907.128,217.91,308.952,4577.66
1996.24,377.647,935.567,949.998,228.405,324.187,4812.05
2062.04,395.628,982.51,941.967,239.184,337.23,4958.56
1958.44,371.378,931.968,897.794,229.208,319.617,4708.41
1971.47,372.613,936.684,907.918,231.777,321.099,4741.56
1935.01,362.469,918.815,897.573,228.112,314.987,4656.97
1873.7,345.204,884.948,879.811,219.681,303.57,4506.92
1817.13,335.072,860.836,846.827,214.705,294.161,4368.73
1712.16,312.944,809.921,797.64,203.153,275.915,4111.74
1591.22,286.985,751.259,744.461,190.058,255.349,3819.33
1362.66,236.113,647.723,656.169,167.084,221.063,3290.81
1196.75,191.405,569.824,623.672,149.978,198.8,2930.43
1364.97,232.233,630.543,693.436,158.828,217.432,3297.44
1467.12,258.976,666.116,722.328,164.968,226.621,3506.13
1504.75,268.256,680.972,735.877,167.936,230.816,3588.61
1482.32,262.816,671.733,729.94,165.623,229.26,3541.69
1652.89,297.114,739.833,847.749,179.049,256.489,3973.12
1758.15,322.514,783.861,879.326,188.533,270,4202.39
1968.79,368.352,879.98,973.098,209.603,302.93,4702.76
2305.48,439.032,1040.02,1140.32,245.643,359.865,5530.36
2280.83,434.581,1019.76,1107.74,240.11,349.8,5432.82
2364.61,451.036,1055.67,1141.71,247.287,361.382,5621.7
2451.39,466.809,1097.04,1186.87,255.585,376.195,5833.89
2422.65,457.989,1082.56,1173.25,251.219,370.954,5758.62
2366.97,449.998,1066.44,1079.85,249.294,359.765,5572.32
2615.8,499.981,1192.41,1199.52,277.706,405.047,6190.46
2537.64,487.612,1168.66,1136.62,273.949,395.459,5999.93
2408.55,454.427,1106.36,1073.75,259.521,371.354,5673.97
2281.99,425.446,1055.53,1027.82,247.823,354.235,5392.84
2259.03,419.011,1050.13,1027.1,247.46,354.25,5356.98
2290.81,422.748,1065,1053.72,251.454,361.334,5445.07
2282.73,424.044,1064.26,1041.68,252.946,360.365,5426.02
2286.96,425.715,1066.21,1041.81,254.436,360.805,5435.94
2265.66,420.745,1057.02,1035.65,253.158,357.994,5390.23
2160.94,396.05,1013.08,1002.45,244.06,344.615,5161.19
2013.15,353.49,947.985,981.996,229.37,327.644,4853.64
2184.5,392.972,1016.13,1072.19,241.678,349.637,5257.11
2196.31,401.198,1012.17,1069.53,240.114,347.84,5267.17
2229.84,410.156,1030.16,1079.53,242.529,353.953,5346.17
2169.21,396.05,1001.93,1050.26,234.891,344.458,5196.8
2228.58,404.214,1012.04,1138.37,233.804,352.082,5369.1
2358.19,434.026,1066.53,1181.09,245.648,369.13,5654.61
2406.72,444.78,1084.88,1193.64,248.772,374.391,5753.18
2393.76,441.681,1079.89,1186.8,247.072,372.78,5721.98
2472.55,458.587,1117.15,1223.91,255.558,386.047,5913.8
2555.36,476.071,1156.37,1264.26,264.548,400.079,6116.68
2666.52,498.446,1211.23,1325,276.957,420.357,6398.5
2715.58,508.087,1232.97,1348.51,282.025,427.974,6515.14
2560.07,482.327,1167.01,1179.33,269.798,396.745,6055.28
2654.24,500.477,1215.49,1225.78,280.636,414.245,6290.87
2629.71,503.667,1213.06,1180,283.1,411.317,6220.85
2592.69,490.194,1190.64,1154.87,278.768,401.264,6108.42
2631.03,496.796,1215,1178.03,284.684,409.549,6215.09
2726.4,515.501,1265.12,1228.57,296.439,427.781,6459.82
2757.9,519.385,1274.7,1249.62,298.173,431.507,6531.28
2668.11,503.028,1229.73,1196.73,288.261,414.074,6299.92
2599.71,488.365,1195.04,1164.25,280.17,401.526,6129.06
2550.97,476.99,1172.09,1146.18,274.913,393.906,6015.04
2411.1,444.884,1108.63,1094.08,260.753,373.144,5692.59
2203.43,388.922,1015.44,1047.32,238.83,346.466,5240.41
2239.21,400.872,1017.89,1083.37,238.875,348.469,5328.69
2230.83,404.193,1008.57,1065.6,234.362,343.534,5287.09
2196.67,396.464,988.752,1039.23,228.018,335.419,5184.55
2144.47,384.694,965.687,1015.84,222.174,327.838,5060.69
2334.21,420.658,1048.59,1164.17,238.707,362.2,5568.54
2354.01,426.468,1057.11,1165.09,240.186,364.408,5607.27
2405.91,440.373,1072.92,1169.24,243.682,367.585,5699.72
2488.67,459.676,1109.07,1201.22,252.37,379.51,5890.52
2639.94,491.336,1182.77,1280.9,269.391,406.367,6270.7
2770.23,517.125,1248.86,1356.34,284.276,431.188,6608.01
3015.91,568.136,1364.49,1479.11,310.709,472.381,7210.74
3232.47,611.985,1464.84,1587.13,333.467,507.905,7737.79
3203.55,612.861,1460.89,1458.39,335.397,496.858,7567.94
3228.05,614.732,1469.69,1467.62,336.145,499.11,7615.34
3264.23,635.868,1497.66,1452.43,345.517,506.509,7702.21
3342.44,645.576,1530.45,1485.03,353.861,517.041,7874.4
3541.4,683.636,1625.1,1577.78,375.768,550.013,8353.7
3487.72,668.44,1597.88,1558.1,368.69,540.145,8220.97
3442.55,652.863,1574.79,1551.69,361.895,532.975,8116.77
3424,649.715,1571.42,1538.84,361.282,531.128,8076.38
3219.52,605.14,1475.72,1448.68,338.88,497.658,7585.6
3016.83,560.991,1382.09,1362.81,317.43,465.567,7105.73
2713.42,494.261,1246.5,1242.27,286.89,420.408,6403.75
2487.19,436.9,1145.14,1182.68,263.911,390.039,5905.86
2669.44,483.918,1222.16,1282.14,282.03,418.59,6358.28
2927.96,542.064,1341.5,1383.4,307.455,458.783,6961.16
2936.53,544.38,1334.01,1367.75,304.241,453.798,6940.71
2904.35,536.865,1313.53,1346.19,298.556,445.783,6845.27
3176.98,587.943,1424.26,1553.26,320.03,490.385,7552.86
3390.62,633.756,1518.4,1640.1,340.322,521.525,8044.73
3567.56,669.58,1594.62,1715.47,355.909,546.963,8450.11
3556.09,666.481,1582.54,1693.72,351.955,540.62,8391.41
3739.55,703.795,1665.84,1777.7,370.214,569.355,8826.46
3948.73,744.879,1765.47,1885.17,391.946,605.141,9341.34
3992.35,751.793,1781.6,1898.77,394.496,609.686,9428.7
4014.38,753.347,1789.08,1906.91,395.259,611.793,9470.77
3966.57,750.938,1778.63,1765.43,396.032,598.077,9255.67
3960.4,744.578,1776.56,1767.24,394.158,597.654,9240.59
3778.38,721.832,1705.27,1687.25,379.857,574.111,8846.7
3675.85,698.034,1660.45,1650.05,370.997,558.792,8614.18
3746.28,710.098,1703.4,1697.14,381.905,575.663,8814.48
3636.75,684.748,1653.39,1654.38,371.261,558.832,8559.36
3317.8,613.215,1498.87,1518.97,335.769,505.503,7790.12
3201.89,588.549,1446.19,1467.16,324.811,487.355,7515.95
3079.15,562.817,1391.2,1412.93,313.543,468.611,7228.26
2966.27,538.659,1341.29,1365.9,303.673,452.141,6967.93
2732.94,487.261,1235.39,1272.51,281.225,417.296,6426.63
2459.57,425.11,1115.33,1175.14,255.938,379.286,5810.38
2574.99,450.655,1161.92,1337.79,264.224,404.253,6193.83
2652.54,470.906,1187.29,1344.34,268.405,410.4,6333.88
2683.88,480.178,1193.34,1334.06,269.292,410.513,6371.26
2703.61,485.938,1199.11,1332.46,270.53,411.797,6403.44
2926.63,536.274,1297.92,1420.89,292.696,444.585,6919
3059.05,565.981,1355.7,1469.45,305.043,463.213,7218.44
3156.97,588.522,1395.02,1496.46,313.148,474.661,7424.77
3175.13,592.42,1400.59,1496.01,313.768,475.565,7453.49
3153.53,588.153,1386.96,1475.54,310.263,469.614,7384.07
2981.34,552.555,1302.32,1379.91,290.681,438.394,6945.2
2880.7,532.552,1254.49,1325.72,280.166,421.23,6694.87
2809.33,517.978,1225.39,1298.02,274.437,412.349,6537.51
2757.1,507.014,1208.9,1286.63,272.021,408.803,6440.47
2655.15,485.141,1164.88,1242.88,262.62,394.267,6204.94
2481.71,463.918,1091.1,1157.16,248.845,368.999,5811.73
2443.07,452.189,1073.92,1147.3,247.634,363.476,5727.58
2208.69,396.235,971.86,1058.99,225.25,329.883,5190.91
1949.69,337.953,862.508,956.434,200.689,292.289,4599.57
1964.74,339.648,879.732,981.822,205.929,299.77,4671.64
2062.91,359.983,931.929,1042.96,219.686,320.035,4937.51
1971.44,340.574,892.679,1006.44,211.898,306.954,4729.98
1907.37,327.312,865.761,983.107,206.801,298.31,4588.66
1854.65,315.436,845.618,973.233,203.617,293.319,4485.87
1651.05,267.884,761.346,910.953,186.097,268.442,4045.78
1721.52,288.345,781.117,942.718,187.597,273.646,4194.94
1891.1,330.058,852.408,1012.85,203.621,297.543,4587.57
1952.56,347.491,878.31,1028.17,208.663,306.271,4721.46
2051.3,368.71,926.305,1073.14,218.49,323.557,4961.51
2216.09,405.043,999.848,1136.3,233.787,347.918,5338.98
2363.91,437.576,1064.04,1189.72,247.079,368.636,5670.96
2375.68,442.994,1060.22,1164.45,245.155,363.715,5652.21
2341.03,434.712,1044.35,1144.7,240.455,357.968,5563.22
2361.76,440.106,1049.57,1141.79,241.409,358.461,5593.1
2412.08,453.352,1063.46,1142.78,244.908,360.647,5677.22
2490.18,471.423,1093.9,1166.36,252.181,369.744,5843.79
2530.54,480.38,1109.24,1179.03,256.041,374.419,5929.64
2410.51,460.142,1059.39,1067.47,246.906,351.954,5596.37
2288.17,431.949,1010.73,1023.62,235.215,336.896,5326.58
2053.97,392.477,914.701,891.591,215.93,302.218,4770.89
1809.76,335.357,808.096,790.447,191.788,264.494,4199.94
1662.5,302.399,761.702,754.329,182.254,252.214,3915.39
