BLDG_A,BLDG_B,BLDG_C,BLDG_D,BLDG_E,BLDG_F,CENTRAL
742.864,127.275,374.473,377.014,105.691,130.297,1857.61
497.75,70.957,266.007,300.876,83.1828,93.9126,1312.68
295.365,25.0705,174.122,232.827,64.4039,63.2452,855.033
162.046,1.99534,111.789,181.871,52.5829,41.7966,552.08
104.802,0,84.7882,156.745,48.7471,31.8595,426.942
74.7993,0,72.9483,143.993,48.2393,27.0985,367.078
69.5393,0,70.0151,139.409,49.9822,25.4293,354.375
60.9249,0,52.7276,127.085,48.7295,20.335,309.802
54.6815,0,34.4174,84.0448,37.5572,8.64815,219.349
89.5452,0,79.0278,163.063,53.9373,34.2903,419.864
365.075,37.6998,177.289,244.671,70.6633,65.3787,960.776
454.086,69.7054,222.57,278.238,77.7879,78.8158,1181.2
445.209,67.8246,220.04,275.658,75.7135,78.602,1163.05
570.923,93.7633,272.014,350.579,85.1595,98.1904,1470.63
774.251,139.882,359.966,426.262,104.358,126.769,1931.49
921.148,172.377,421.061,479.934,117.125,146.207,2257.85
961.692,179.999,440.652,499.637,120.561,153.103,2355.64
938.103,174.33,428.463,484.905,116.94,148.322,2291.06
952.345,177.053,433.731,488.347,117.675,149.715,2318.87
965.307,180.266,436.692,487.569,118.261,149.864,2337.96
977.063,182.071,442.653,495.855,119.744,152.306,2369.69
1006.41,190.551,465.585,483.942,126.692,158.52,2431.7
907.21,167.345,423.994,448.396,116.657,145.075,2208.68
664.971,118.05,332.629,332.108,97.9293,114.671,1660.36
620.399,105.643,315.951,333.59,98.1546,109.366,1583.1
487.203,74.5343,255.811,290.868,86.1276,88.7975,1283.34
266.082,23.217,154.818,211.743,63.6103,55.2958,774.766
157.485,0.689647,105.788,172.299,53.4681,38.9063,528.635
110.684,0,87.0675,156.457,50.5101,32.5366,437.255
91.1577,0,80.1485,148.89,50.4638,29.8034,400.464
126.922,0,96.0142,160.382,56.2101,34.808,474.337
86.9994,0,78.1932,146.901,54.1699,29.4194,395.683
58.6458,0,36.705,109.297,43.5189,14.966,263.132
106.38,0,91.7944,170.045,53.8832,39.5925,461.696
350.937,36.7794,188.628,252.872,70.5739,70.5244,970.315
482.741,73.3153,245.269,300.629,80.9326,88.6063,1271.49
560.607,84.1714,278.02,332.193,84.8225,99.3028,1439.12
807.924,128.84,380.499,469.39,102.947,135.748,2025.35
989.755,164.895,458.699,541.973,117.752,160.927,2434
1100.68,187.242,503.096,581.437,125.649,174.459,2672.56
1129.64,192.92,513.055,587.203,126.795,176.742,2726.35
1164.2,199.338,528.502,602.742,129.533,181.793,2806.11
1163,198.488,527.679,601.729,128.874,181.127,2800.9
1108.59,186.615,502.939,576.429,123.025,172.604,2670.2
1022.6,167.207,467.408,545.442,115.032,161.701,2479.39
832.509,129.696,389.162,432.32,99.0129,133.117,2015.82
670.893,96.1509,318.749,365.958,83.6367,110.009,1645.4
507.642,65.8623,260.215,272.298,73.9753,90.2531,1270.25
413.547,46.0619,217.115,247.172,69.7763,76.2975,1069.97
307.793,23.8676,168.584,212.466,61.6164,60.0354,834.362
171.936,1.75013,106.264,162.579,48.918,39.3036,530.751
128.723,0,85.1498,143.928,45.7227,31.8709,435.394
122.272,0,80.512,139.359,45.9235,29.8173,417.884
103.268,0,71.1854,131.452,44.6128,26.4295,376.948
187.261,0,109.982,162.867,54.6562,39.1101,553.877
182.069,0,111.784,168.153,55.8163,40.7869,558.609
52.6001,0,33.0598,104.518,36.4799,16.3054,242.963
73.2759,0,47.3467,122.879,35.632,23.8184,302.952
113.638,0,85.4389,151.487,40.4992,35.2194,426.282
171.415,0,102.212,161.779,43.96,40.1501,519.516
195.32,3.05406,115.207,175.39,47.6317,45.4934,582.097
296.628,28.8795,155.622,232.854,56.2259,60.2366,830.445
393.849,50.7935,196.275,266.625,64.347,72.7969,1044.69
495.714,71.3316,235.982,303.275,71.683,84.96,1262.95
542.461,80.5922,254.966,319.526,75.1499,90.7269,1363.42
582.877,88.1957,273.312,338.323,78.6943,96.9983,1458.4
582.89,88.4117,272.947,336.963,78.5064,96.7344,1456.45
595.413,92.2604,279.261,343.123,80.4018,99.1329,1489.59
556.753,82.8138,262.712,330.166,76.5286,93.946,1402.92
473.87,67.1446,231.553,272.858,70.7104,81.6961,1197.83
441.301,61.2155,216.804,259.376,67.8289,76.8123,1123.34
316.451,35.4384,167.084,204.28,60.6316,60.3853,844.269
194.986,9.00155,113.081,161.484,53.3053,42.3859,574.245
62.6286,0,48.9113,109.711,40.2678,20.8813,282.4
53.779,0,48.6793,113.908,42.7337,21.8592,280.959
65.2823,0,56.4917,122.309,45.7196,24.597,314.4
64.3335,0,54.3377,123.933,46.4725,24.1391,313.216
117.943,0,95.4373,161.447,57.047,38.0292,469.903
195.456,7.81662,125.98,190.187,64.7216,48.4084,632.57
90.5094,0,77.3375,151.487,53.798,32.8007,405.933
68.7992,0,37.4024,98.4811,36.6152,11.7435,253.041
98.1343,0,46.887,180.721,41.1295,29.0844,395.956
100.354,0,68.0122,184.055,41.146,34.1949,427.762
156.676,0,103.254,206.062,47.1898,44.3926,557.575
254.096,18.5152,141.285,244.093,55.433,57.8937,771.317
371.637,48.5989,189.439,281.547,65.7573,72.8972,1029.88
452,68.4941,222.324,304.07,72.5068,82.7176,1202.11
571.497,96.6395,272.507,343.297,83.3938,98.3604,1465.69
590.264,100.486,282.421,352.007,85.1084,102.019,1512.31
614.535,105.469,294.01,362.586,87.3842,106.106,1570.09
555.667,92.4952,267.238,334.483,80.9278,96.7989,1427.61
509.794,82.1352,247.662,315.801,76.3193,90.4059,1322.12
461.319,70.8148,227.999,300.424,72.0467,84.5272,1217.13
367.854,50.2763,187.94,263.16,63.5665,71.4427,1004.24
311.793,38.2768,163.042,239.292,58.1453,63.0811,873.631
138.782,7.0734,86.4992,170.616,44.1426,38.4857,485.598
51.3348,0,28.9792,68.1571,22.6437,11.1637,182.279
40.6717,0,24.8302,26.9618,12.6959,8.94414,114.104
26.3832,0,17.5829,5.30446,1.70272,6.51396,57.4873
18.6952,0,12.3351,0,0,4.44296,35.4733
18.8238,0,12.3551,0,0,4.19669,35.3756
17.6187,0,11.5371,0,0,3.67505,32.8309
25.7435,0,16.6601,1.94991,0,5.88693,50.2405
35.9198,0,23.1949,16.7789,5.74156,8.51305,90.1481
33.8533,0,20.0634,21.5507,0,8.32774,83.7951
44.648,0,21.3742,32.4108,0,9.18986,107.623
54.3099,0,25.9221,39.231,2.28294,10.5072,132.253
64.8443,0,31.1948,47.693,14.2096,12.2711,170.213
63.328,0,30.1775,50.0645,12.4336,12.0349,168.039
68.4918,0,33.1678,87.4452,21.408,12.6626,223.175
84.9513,0,40.9255,155.151,39.3239,14.8466,335.198
178.81,0,108.879,213.917,55.1603,48.0137,604.78
379.369,51.4441,189.746,273.315,69.0135,70.2907,1033.18
556.019,91.3595,266.667,343.757,85.4077,96.1832,1439.39
722.266,128.803,340.148,413.141,101.197,120.932,1826.49
837.943,153.672,390.771,460.993,111.571,137.854,2092.8
902.879,166.444,417.928,486.663,116.604,146.757,2237.27
941.749,177,441.214,460.935,122.502,151.322,2294.72
1015.08,190.693,477.405,493.778,129.424,164.044,2470.43
968.674,184.141,468.631,457.148,132.327,159.566,2370.49
938.998,173.836,456.82,452.461,132.075,155.833,2310.02
835.113,147.441,410.018,417.36,121.062,140.227,2071.22
697.823,114.564,347.67,368.783,106.197,119.044,1754.08
710.94,117.414,352.21,371.274,107.563,121.013,1780.41
762.611,129.88,374.163,388.46,113.603,126.318,1895.03
820.934,142.664,401.487,411.884,120.402,135.199,2032.57
859.41,151.426,418.138,425.7,124.757,140.804,2120.24
786.834,133.541,387.616,404.335,118.192,131.691,1962.21
638.306,91.7549,319.953,377.83,102.363,113.003,1643.21
885.116,147.982,417.293,472.111,118.682,144.495,2185.68
1192.16,218.518,543.928,574.155,143.33,184.122,2856.21
1332.11,249.795,601.01,625.491,154.819,201.817,3165.04
1277.31,235.826,577.125,608.475,148.112,194.149,3041
1382.9,254.612,620.61,696.456,155.461,212.234,3322.27
1460.43,272.827,652.189,720.154,162.039,221.422,3489.06
1667.8,319.051,738.719,800.387,181.67,249.995,3957.62
1778.96,343.737,784.883,842.662,192.333,265.391,4207.96
1777.84,342.342,785.776,845.589,192.037,266.535,4210.12
1816.52,349.878,804.416,865.444,195.985,273.554,4305.8
1794.22,345.506,790.673,846.818,192.704,267.903,4237.83
1833.25,352.718,811.645,871.621,197.508,276.05,4342.8
1792.56,347.101,804.5,814.469,197.758,270.586,4226.97
1644.64,312.742,744.146,762.562,183.086,251.454,3898.63
1401.54,262.195,648.516,625.3,160.926,215.873,3314.35
1239.14,226.234,581.862,560.365,146.77,193.999,2948.37
1109.15,198.91,525.577,515.485,136.521,175.668,2661.31
970.046,168.535,462.022,465.029,124.465,153.686,2343.78
887.859,147.281,423.85,445.932,117.487,141.064,2163.47
841.738,139.698,409.087,423.085,116.934,134.817,2065.36
829.381,137.211,405.909,420.819,118.396,133.351,2045.07
800.902,131.36,391.707,411.943,117.115,128.474,1981.5
705.941,110.811,346.542,378.117,108.919,114.093,1764.42
564.335,70.6453,281.912,360.527,95.0502,97.8545,1470.32
714.707,105.702,344.763,422.548,103.023,120.325,1811.07
860.784,139.96,410.215,473.229,114.081,142.49,2140.76
889.671,147.349,422.538,481.211,115.536,146.673,2202.98
909.097,150.87,434.71,492.744,117.635,151.883,2256.94
1030.44,174.343,482.942,585.959,126.308,171.581,2571.57
1090.64,189.832,504.935,594.854,130.722,177.093,2688.08
1178.74,210.438,538.953,620.217,137.852,187.076,2873.28
1246.93,225.763,568.747,646.488,144.463,196.835,3029.22
1289.01,235.132,586.554,661.777,148.359,202.429,3123.26
1277.95,233.166,578.877,650.416,146.415,198.803,3085.63
1334.4,244.805,605.414,678.515,152.355,208.252,3223.74
1305.16,237.644,592.102,667.373,149.254,203.955,3155.49
1133.73,203.855,519.672,551.661,134.165,175.85,2718.94
1095.34,194.345,509.057,544.78,131.78,173.963,2649.26
926.573,162.162,456.763,450.563,121.072,157.592,2274.73
628.982,93.578,326.684,345.862,94.3687,115.522,1605
318.49,22.9683,190.004,243.236,64.9723,70.9505,910.621
123.558,0,103.327,174.615,47.7043,42.9387,492.144
55.9863,0,56.891,133.747,40.1421,27.2606,314.027
52.8825,0,34.7813,104.032,36.0214,16.0204,243.737
52.1553,0,32.631,88.1852,35.2942,9.98931,218.255
48.1013,0,30.0154,58.2598,29.8847,6.85008,173.111
42.8162,0,26.7244,21.6832,20.9307,6.20139,118.356
34.9249,0,22.0044,0,5.78638,5.41038,68.1261
39.261,0,24.5498,0,8.04154,7.4656,79.318
47.2866,0,27.0436,0.930316,12.2302,8.41489,95.9056
46.2942,0,26.0743,5.80999,10.6829,8.09196,96.9534
39.7383,0,22.656,5.56022,3.55405,7.2025,78.7111
45.8068,0,24.5401,28.7465,4.59787,9.47108,113.162
46.2851,0,25.3779,31.0962,9.22246,9.39877,121.38
65.6956,0,33.8001,102.306,26.4011,12.1156,240.318
68.7257,0,35.1794,115.397,30.1163,12.4419,261.86
361.919,34.2087,179.057,300.465,73.2206,76.8424,1025.71
698.228,117.629,346.279,438.129,104.385,127.359,1832.01
910.492,158.529,434.101,522.978,120.674,156.197,2302.97
1225.18,222.64,577.836,669.654,151.279,206.239,3052.83
1219.96,226.774,576.667,591.84,151.923,199.229,2966.39
1218.4,225.178,573.492,589.52,149.53,197.416,2953.53
1080.54,198.82,525.002,514.422,142.623,179.883,2641.29
1021.01,183.852,499.522,497.388,139.44,171.219,2512.44
1003.15,178.281,493.726,495.083,138.569,169.8,2478.61
1067.41,191.727,525.527,526.973,146.293,180.878,2638.81
1080.75,191.836,528.575,541.245,146.529,182.124,2671.06
1107.55,198.948,543.594,543.626,150.597,186.237,2730.55
1172.57,213.746,571.916,566.725,157.447,194.797,2877.2
1203.21,219.801,583.941,579.545,160.373,198.327,2945.19
1056.89,185.923,514.727,522.745,144.652,174.979,2599.92
842.797,128.583,413.318,469.634,120.767,144.591,2119.69
975.763,159.159,462.34,518.177,125.51,160.487,2401.44
1145.29,198.797,533.066,575.89,137.135,182.787,2772.96
1270.03,226.455,588.769,627.596,148.776,201.295,3062.92
1322.1,237.48,608.868,647.465,153.05,207.324,3176.28
1566.88,287.027,708.229,797.074,173.599,243.582,3776.39
1690.06,314.882,757.286,837.761,184.201,258.584,4042.77
1734.31,324.274,771.706,849.68,186.499,262.936,4129.41
1781.27,334.793,790.555,864.978,190.4,269.157,4231.16
1820.11,343.947,805.437,875.258,193.613,273.732,4312.1
1721.89,322.743,761.902,830.015,183.123,258.84,4078.51
1841.23,347.92,820.57,891.907,196.566,280.216,4378.41
1993.67,380.713,888.645,959.904,212.578,303.529,4739.04
1853.23,354.973,828.145,841.048,200.452,277.335,4355.18
1640.12,306.278,738.903,763.227,178.948,248.651,3876.13
1366.75,248.559,632.996,618.115,154.965,210.977,3232.36
1159.3,202.953,546.874,533.606,136.452,182.548,2761.74
972.507,164.564,463.954,462.214,120.405,155.216,2338.86
889.657,147.644,427.035,434.754,115.216,142.492,2156.8
810.469,128.526,387.529,412.878,108.468,128.733,1976.6
747.427,118.474,362.2,379.353,105.844,118.208,1831.51
654.889,99.2749,320.361,346.328,98.5629,103.138,1622.56
592.51,87.4921,287.87,320.067,93.5809,91.2448,1472.76
558.718,80.9568,272.95,312.951,93.248,87.5543,1406.38
518.666,64.2422,253.588,333.066,90.8045,86.39,1346.76
702.186,108.677,326.219,403.317,101.501,110.915,1752.82
810.918,134.798,373.954,435.847,107.713,127.025,1990.25
838.981,141.838,387.283,444.585,109.064,131.924,2053.68
860.704,146.216,399.608,455.638,111.055,137.041,2110.26
1014.05,177.298,463.796,552.961,123.533,161.695,2493.34
1203.67,220.99,543.085,618.111,141.168,186.603,2913.63
1314.81,244.703,589.367,661.82,150.575,201.63,3162.9
1374.08,257.781,613.726,681.744,155.644,208.958,3291.93
1419.98,268.214,630.626,693.49,159.256,213.362,3384.93
1478.12,280.967,654.527,714.533,164.613,221.032,3513.79
1433.25,269.826,637.326,701.526,160.259,216.355,3418.54
1296.29,239.096,575.992,643.335,146.098,196.201,3097.01
1212.22,224.263,546.751,576.131,141.312,184.348,2885.03
1071.34,191.414,491.619,531.107,128.479,168.383,2582.34
873.767,147.208,424.976,444.136,111.931,147.727,2149.75
640.064,95.3631,326.219,359.573,92.3134,116.468,1630
434.396,51.1762,236.897,286.968,75.0742,86.6382,1171.15
295.036,21.97,174.533,236.173,63.8942,65.3179,856.924
224.492,5.9834,139.538,212.837,58.3117,53.3488,694.511
242.412,12.7482,145.349,214.651,62.3126,53.8741,731.347
235.422,13.5885,142.577,210.148,63.7544,52.1535,717.644
187.88,4.78499,120.64,190.71,60.3549,44.5133,608.883
80.7597,0,71.4125,152.663,50.6402,29.5452,385.021
66.448,0,34.7921,68.0277,26.344,10.8059,206.418
90.4181,0,42.1276,130.46,27.712,16.0674,306.785
103.386,0,47.0476,188.682,37.4497,27.5859,404.152
190.645,0,126.341,241.828,48.328,51.9195,659.062
345.234,14.4178,180.858,294.265,58.297,70.5044,963.576
547.14,65.1301,265.473,367.309,76.1929,97.8206,1419.07
642.698,89.3763,304.901,395.839,84.3356,109.859,1627.01
717.663,108.142,337.163,419.602,91.1438,120.02,1793.73
700.806,106.116,329.166,407.603,89.2383,117.049,1749.98
679.515,103.077,319.073,394.248,87.1277,113.424,1696.46
648.308,97.7961,304.084,376.205,83.9953,108.028,1618.42
639.834,96.6047,301.227,373.483,83.6089,107.382,1602.14
562.243,79.9332,267.045,341.246,76.1402,96.1212,1422.73
480.349,61.6392,234.853,314.433,69.402,86.5219,1247.2
460.587,57.5626,227.267,309.025,67.9636,84.4133,1206.82
366.982,36.2316,189.763,269.036,62.8537,72.3576,997.224
265.991,13.4767,144.317,232.055,57.1893,56.8736,769.902
167.535,0,99.1129,188.967,48.6883,41.3403,545.644
110.766,0,73.4743,163.885,43.9894,32.4216,424.537
94.1693,0,66.2797,156.416,43.1084,29.7734,389.747
83.0245,0,60.2117,150.147,42.1614,27.653,363.197
75.5358,0,55.4191,145.138,41.5571,25.9752,343.625
74.3846,0,45.0697,136.355,39.7382,22.6252,318.172
72.2052,0,36.8379,116.754,33.4986,14.1351,273.431
64.3013,0,31.9366,62.4327,16.9931,12.7155,188.379
76.9861,0,34.6902,75.4333,15.4621,13.9724,216.544
91.0371,0,41.5014,134.766,28.7705,16.0122,312.087
102.026,0,51.3711,183.781,39.5998,33.2667,410.044
106.602,0,87.84,200.34,42.8741,41.4854,479.141
325.038,20.3794,171.569,268.964,61.4317,67.8128,915.195
487.361,68.1217,239.683,325.998,76.4614,89.3952,1287.02
593.812,96.3407,284.002,357.399,86.0666,102.714,1520.33
666.924,113.734,314.54,382.518,92.6065,112.344,1682.67
758.762,134.405,353.946,418.241,101.269,125.229,1891.85
930.105,172.515,426.49,485.009,117.711,148.771,2280.6
1093.73,207.668,497.251,553.514,133.453,172.222,2657.84
1094.23,205.675,496.681,555.793,132.39,171.976,2656.74
922.983,169.409,426.903,451.541,116.721,145.763,2233.32
855.056,152.876,400.376,429.668,109.764,137.641,2085.38
784.297,142.482,383.933,379.159,110.012,131.557,1931.44
687.155,119.294,340.542,350.402,103.797,116.948,1718.14
549.255,86.3107,279.297,306.278,90.7115,96.6132,1408.46
461.239,65.6212,240.392,276.974,82.4744,83.6316,1210.33
421.727,56.8522,222.35,261.982,79.2306,78.5229,1120.66
478.798,70.4255,247.05,281.655,86.3628,84.5097,1248.8
520.062,80.3398,265.334,296.167,91.6914,89.8422,1343.44
565.11,91.0222,284.91,312.101,97.1982,96.3043,1446.65
541.389,85.3843,274.507,305.033,95.8395,93.5761,1395.73
437.547,53.6436,230.899,289.764,85.5011,83.6291,1180.98
600.954,90.4119,294.265,360.261,93.3922,104.595,1543.88
835.586,144.226,395.014,438.624,111.473,136.838,2061.76
1076.52,196.987,501.833,533.996,134.606,172.27,2616.22
1227.65,228.068,568.663,598.446,148.988,194.662,2966.47
1469,274.867,667.468,749.176,168.313,231.255,3560.08
1627.57,308.284,734.44,810.468,181.904,252.308,3914.98
1726.96,329.192,770.111,839.595,188.403,261.514,4115.77
1790.81,342.292,793.605,860.478,193.013,268.594,4248.79
1876.39,359.862,829.7,897.183,200.826,281.259,4445.22
1926.88,369.677,852.178,920.342,205.297,289.42,4563.79
1935.62,370.802,855.602,923.222,205.439,290.721,4581.4
2005.32,385.245,887.032,954.609,212.397,301.486,4746.08
1894.55,366.028,839.947,851.136,203.249,280.059,4434.96
1804.6,343.794,811.299,828.855,195.846,272.829,4257.22
1695.16,321.748,779.594,751.063,189.065,259.993,3996.63
1521.28,282.163,707.782,680.753,173.124,235.763,3600.87
1358.17,246.818,636.756,621.657,158.785,212.826,3235.01
1252.49,222.709,592.653,588.74,150.753,198.634,3005.98
1255.06,219.666,595.122,605.91,152.802,200.519,3029.08
1223.41,215.566,584.939,585.337,152.867,195.724,2957.84
1183.24,207.751,565.452,564.957,150.117,188.18,2859.69
1157.93,203.324,549.336,550.877,148.13,181.92,2791.51
1164.35,205.454,547.033,553.649,149.784,181.009,2801.28
1104.08,183.238,515.605,565.089,143.427,174.687,2686.12
1273.98,221.949,581.465,635.946,152.083,196.501,3061.93
1343.11,239.143,608.642,659.956,155.106,204.825,3210.78
1424.28,258.061,642.576,689.943,162.072,215.382,3392.32
1427.83,258.168,644.597,694.261,162.164,216.873,3403.9
1427.58,254.956,636.647,732.29,157.862,218.182,3427.51
1396.61,250.685,619.92,704.378,153.405,211.668,3336.67
1542.33,284.103,683.708,761.271,167.777,233.205,3672.39
1618.48,302.231,717.239,788.525,175.667,244.306,3846.44
1672.81,314.738,742.003,810.227,181.461,252.747,3973.99
1812.33,347.512,797.788,855.16,194.904,269.759,4277.45
1869.95,361.302,819.667,870.563,200.236,276.036,4397.75
1733.82,329.994,763.69,820.886,187.055,258.502,4093.95
1607.7,306.106,715.556,732.453,177.745,239.533,3779.09
1576.68,299.836,704.68,720.949,175.482,236.321,3713.94
1259.13,233.134,580.634,559.579,146.588,192.408,2971.47
1052.49,187.073,501.423,487.156,129.558,168.256,2525.96
923.633,160.813,445.614,443.612,119.879,149.854,2243.4
809.914,136.113,394.87,406.286,111.041,132.43,1990.65
767.034,124.209,371.852,400.202,107.71,124.396,1895.4
772.188,128.746,375.601,393.315,111.619,123.509,1904.98
791.25,133.669,383.012,399.764,115.427,124.987,1948.11
773.346,129.684,373.777,394.145,114.701,121.925,1907.58
712.208,115.275,347.699,377.08,110.023,114.684,1776.97
573.361,75.6724,282.387,355.791,95.2227,97.3455,1479.78
623.193,89.0285,297.189,372.307,91.6249,102.664,1576.01
798.027,130.114,375.01,434.053,106.102,128.809,1972.11
925.381,159.434,432.096,483.462,118.325,148.111,2266.81
911,156.033,424.477,476.849,115.833,145.692,2229.88
1022.99,178.412,467.137,552.217,123.491,162.265,2506.52
1182.69,213.634,540.319,621.371,139.519,187.242,2884.77
1234.87,225.237,560.374,636.882,143.099,192.993,2993.45
1160.22,208.928,525.991,599.971,134.61,180.626,2810.34
1158.05,207.901,527.463,602.816,134.722,181.875,2812.82
1157.3,207.574,528.556,604.123,134.983,182.78,2815.32
1113.09,198.098,508.656,583.101,130.513,176.073,2709.53
1074.93,189.166,493.27,570.679,127.282,171.626,2626.95
968.164,169.466,451.421,488.738,119.597,154.703,2352.09
895.595,154.164,418.798,457.937,112.489,143.684,2182.67
812.965,143,396.324,391.03,109.687,136.129,1989.13
680.154,113.138,336.685,343.133,99.8305,116.264,1689.2
540.15,81.5324,275.213,300.291,88.1379,95.9233,1381.25
436.176,58.353,227.914,265.002,78.9411,79.8746,1146.26
373.752,44.6402,198.528,240.587,73.2958,70.6092,1001.41
360.191,43.6714,190.33,234.469,73.1665,65.9244,967.751
318.983,36.097,170.001,216.846,69.7062,58.259,869.892
369.306,49.2563,191.871,233.547,76.1731,65.4498,985.603
434.693,59.3237,222.985,264.195,82.9511,76.9932,1141.14
330.094,22.944,180.574,250.327,71.1182,67.5435,922.6
418.66,43.5033,211.354,287.636,71.0358,77.2122,1109.4
576.909,77.5135,276.26,337.571,80.2936,97.2564,1445.8
622.795,84.5485,295.983,357.938,82.1927,103.596,1547.05
601.85,77.9327,288.304,353.655,79.345,101.612,1502.7
653.448,88.5578,306.369,395.986,82.0277,109.39,1635.78
642.898,88.899,304.435,389.08,81.6361,108.986,1615.93
674.248,98.6136,317.539,396.924,84.9446,113.213,1685.48
709.186,107.713,332.545,407.865,88.7573,118.079,1764.15
756.274,118.666,351.83,423.619,93.3776,124.129,1867.9
778.769,123.51,362.383,434.074,95.8687,127.878,1922.48
781.097,123.833,365.328,438.711,96.6871,129.48,1935.14
733.218,113.02,346.663,424.342,92.8094,124.167,1834.22
574.349,82.1913,280.426,325.645,79.5115,99.4597,1441.58
501.456,67.5382,248.139,294.511,72.6778,88.5804,1272.9
415.625,53.5391,221.727,242.645,71.0475,78.743,1083.33
365.735,41.429,198.611,235.62,70.724,70.6054,982.724
275.718,20.5113,158.617,206.547,63.2684,57.6645,782.326
188.07,2.59738,119.489,175.828,55.377,45.0552,586.416
128.185,0,92.6261,152.974,50.4736,36.0613,460.32
150.838,0,101.966,159.672,53.6512,38.4227,504.55
181.736,1.69997,114.528,168.82,57.2044,41.9383,565.926
165.799,0.13714,106.437,161.731,55.6844,38.9925,528.782
59.2922,0,60.0075,126.388,45.3248,24.5538,315.566
44.6288,0,28.0263,54.6101,23.9182,8.21663,159.4
63.5837,0,34.3507,76.424,25.0907,11.319,210.768
70.858,0,36.4707,104.808,28.8288,15.8288,256.794
71.5434,0,37.0198,115.353,30.6591,22.5019,277.077
70.4046,0,35.8423,103.983,28.0753,18.621,256.926
89.4857,0,75.1727,169.451,39.1567,36.5847,409.851
208.289,0,120.779,199.724,47.8708,48.6256,625.288
322.573,30.1324,165.875,242.708,57.4889,63.3284,882.106
344.558,40.2056,173.534,246.197,59.5661,65.2945,929.356
327.03,39.2399,164.459,234.797,57.9035,61.8274,885.257
285.714,32.0253,146.631,217.295,54.1889,55.9385,791.793
239.411,23.3723,126.086,196.887,49.8429,49.0124,684.611
222.034,17.8377,119.202,193.916,47.8483,47.1416,647.98
208.137,14.8917,118.126,169.53,48.0129,45.2907,603.988
221.739,15.854,124.575,175.532,48.6645,47.5664,633.931
174.194,6.10927,109.361,156.198,49.5158,42.6253,538.004
111.424,0,80.2646,134.286,46.7328,32.4141,405.122
51.5798,0,48.2941,110.349,40.4472,21.6701,272.34
54.7808,0,58.8457,119.414,43.5748,25.2748,301.891
198.982,0,119.703,173.404,57.6902,46.057,595.837
381.361,41.4043,199.833,248.511,76.2001,72.4579,1019.77
478.096,63.1165,240.783,287.667,84.8443,85.9003,1240.41
467.079,58.7032,234.815,285.406,82.2901,83.8479,1212.14
427.365,46.8306,219.42,278.634,78.1372,79.6821,1130.07
268.86,5.98185,155.041,237.898,63.7191,61.2527,792.753
350.669,25.3159,186.069,307.65,64.2047,74.5199,1008.43
446.601,49.0664,224.212,329.654,68.5601,86.0438,1204.14
521.661,65.2576,256.405,355.812,74.0364,96.3632,1369.54
576.471,74.4369,282.079,385.18,78.9044,105.607,1502.68
718.79,105.685,342.255,436.92,91.6467,124.546,1819.84
832.077,131.82,389.734,475.514,101.998,139.258,2070.4
919.008,153.5,425.164,500.96,110.076,149.796,2258.5
905.525,151.001,414.212,483.944,107.036,144.452,2206.17
932.709,155.656,424.044,492.159,108.471,147.019,2260.06
973.346,163.034,441.969,510.846,111.91,152.98,2354.08
997.378,167.25,452.27,521.607,113.825,156.313,2408.64
979.155,161.758,445.06,518.345,111.929,154.272,2370.52
840.303,131.527,384.167,459.151,98.4383,133.808,2047.39
801.009,124.052,368.342,445.322,95.4471,128.872,1963.05
751.619,111.517,353.51,417.036,93.984,125.935,1853.6
702.82,98.8972,331.701,404.149,92.9817,118.524,1749.07
681.293,92.8528,323.852,405.314,92.725,116.449,1712.49
620.893,80.1025,294.78,376.88,86.934,105.935,1565.53
570.462,69.943,269.364,349.326,81.6061,96.3493,1437.05
683.358,93.8457,321.915,404.411,93.8138,114.75,1712.09
707.333,99.1101,330.4,410.902,95.7909,116.924,1760.46
743.836,105.593,348.018,432.2,99.7009,123.421,1852.77
660.109,84.1963,313.877,408.999,91.9166,113.346,1672.44
558.413,55.821,277.093,397.177,84.3173,104.761,1477.58
808.449,110.817,383.961,504.812,102.277,140.722,2051.04
987.276,150.841,458.407,570.349,115.218,163.886,2445.98
1099.31,174.568,504.6,614.223,124.502,178.068,2695.27
1162.87,185.8,532.244,645.737,129.862,187.045,2843.56
1334.79,224.409,605.326,711.278,146.11,210.877,3232.79
1432.03,249.291,642.721,735.925,154.898,221.953,3436.81
1451.97,258.25,645.801,722.718,155.834,220.747,3455.32
1498.76,269.937,667.428,742.004,161.042,228.342,3567.52
1542.47,280.423,688.453,762.619,166.137,235.988,3676.09
1539.99,281.074,686.37,758.196,165.917,235.057,3666.61
1575.85,289.457,702.778,774.489,169.973,240.875,3753.42
1547.52,283.05,690.957,765.604,167.563,237.397,3692.1
1358.31,246.953,607.383,637.208,150.329,204.573,3204.75
1412.93,259.632,636.568,663.709,157.731,215.265,3345.83
1430.37,268.035,664.297,635.413,165.111,222.105,3385.33
1378.05,255.426,643.639,617.198,163.067,216.622,3274
1353.29,249.219,633.092,612.545,162.715,213.481,3224.34
1298.17,236.679,605.924,591.99,157.498,204.004,3094.27
1296.84,233.677,601.492,601.353,156.561,203,3092.92
1262.81,229.315,587.724,578.681,154.537,197.177,3010.25
1203.83,217.346,558.897,551.51,148.476,186.765,2866.82
1159.54,207.906,538.328,535.186,144.462,179.879,2765.3
1020.74,176.728,477.258,485.862,131.5,160.263,2452.35
